"508,AP ARQ. LOPEZ OTERO,78922,2018-01-22 05:00,8,0,0,8,8,3.1A,618.58"
"509,AP ARQ. LOPEZ OTERO,78922,2018-01-22 06:00,8,0,0,8,8,3.1A,618.58"
"510,AP ARQ. LOPEZ OTERO,78922,2018-01-22 07:00,8,0,0,8,8,3.1A,618.58"
"511,AP ARQ. LOPEZ OTERO,78922,2018-01-22 08:00,8,0,0,8,8,3.1A,618.58"
"512,AP ARQ. LOPEZ OTERO,78922,2018-01-22 09:00,3,0,0,3,3,3.1A,618.58"
"513,AP ARQ. LOPEZ OTERO,78922,2018-01-22 10:00,3,0,0,3,3,3.1A,618.58"
"514,AP ARQ. LOPEZ OTERO,78922,2018-01-22 11:00,3,0,0,3,3,3.1A,618.58"
"515,AP ARQ. LOPEZ OTERO,78922,2018-01-22 12:00,3,0,0,3,3,3.1A,618.58"
"516,AP ARQ. LOPEZ OTERO,78922,2018-01-22 13:00,3,0,0,3,3,3.1A,618.58"
"517,AP ARQ. LOPEZ OTERO,78922,2018-01-22 14:00,4,0,0,4,4,3.1A,618.58"
"518,AP ARQ. LOPEZ OTERO,78922,2018-01-22 15:00,3,0,0,3,3,3.1A,618.58"
"519,AP ARQ. LOPEZ OTERO,78922,2018-01-22 16:00,3,0,0,3,3,3.1A,618.58"
"520,AP ARQ. LOPEZ OTERO,78922,2018-01-22 17:00,3,0,0,3,3,3.1A,618.58"
"521,AP ARQ. LOPEZ OTERO,78922,2018-01-22 18:00,8,0,0,8,8,3.1A,618.58"
"522,AP ARQ. LOPEZ OTERO,78922,2018-01-22 19:00,8,0,0,8,8,3.1A,618.58"
"523,AP ARQ. LOPEZ OTERO,78922,2018-01-22 20:00,8,0,0,8,8,3.1A,618.58"
"524,AP ARQ. LOPEZ OTERO,78922,2018-01-22 21:00,9,0,0,9,9,3.1A,618.58"
"525,AP ARQ. LOPEZ OTERO,78922,2018-01-22 22:00,9,0,0,9,9,3.1A,618.58"
"526,AP ARQ. LOPEZ OTERO,78922,2018-01-22 23:00,8,0,0,8,8,3.1A,618.58"
"527,AP ARQ. LOPEZ OTERO,78922,2018-01-23 00:00,3,0,0,3,3,3.1A,618.58"
"528,AP ARQ. LOPEZ OTERO,78922,2018-01-23 01:00,9,0,0,9,9,3.1A,618.58"
"529,AP ARQ. LOPEZ OTERO,78922,2018-01-23 02:00,9,0,0,9,9,3.1A,618.58"
"530,AP ARQ. LOPEZ OTERO,78922,2018-01-23 03:00,8,0,0,8,8,3.1A,618.58"
"531,AP ARQ. LOPEZ OTERO,78922,2018-01-23 04:00,8,0,0,8,8,3.1A,618.58"
"532,AP ARQ. LOPEZ OTERO,78922,2018-01-23 05:00,9,0,0,9,9,3.1A,618.58"
"533,AP ARQ. LOPEZ OTERO,78922,2018-01-23 06:00,9,0,0,9,9,3.1A,618.58"
"534,AP ARQ. LOPEZ OTERO,78922,2018-01-23 07:00,8,0,0,8,8,3.1A,618.58"
"535,AP ARQ. LOPEZ OTERO,78922,2018-01-23 08:00,8,0,0,8,8,3.1A,618.58"
"536,AP ARQ. LOPEZ OTERO,78922,2018-01-23 09:00,4,0,0,4,4,3.1A,618.58"
"537,AP ARQ. LOPEZ OTERO,78922,2018-01-23 10:00,4,0,0,4,4,3.1A,618.58"
"538,AP ARQ. LOPEZ OTERO,78922,2018-01-23 11:00,4,0,0,4,4,3.1A,618.58"
"539,AP ARQ. LOPEZ OTERO,78922,2018-01-23 12:00,4,0,0,4,4,3.1A,618.58"
"540,AP ARQ. LOPEZ OTERO,78922,2018-01-23 13:00,4,0,0,4,4,3.1A,618.58"
"541,AP ARQ. LOPEZ OTERO,78922,2018-01-23 14:00,4,0,0,4,4,3.1A,618.58"
"542,AP ARQ. LOPEZ OTERO,78922,2018-01-23 15:00,4,0,0,4,4,3.1A,618.58"
"543,AP ARQ. LOPEZ OTERO,78922,2018-01-23 16:00,4,0,0,4,4,3.1A,618.58"
"544,AP ARQ. LOPEZ OTERO,78922,2018-01-23 17:00,3,0,0,3,3,3.1A,618.58"
"545,AP ARQ. LOPEZ OTERO,78922,2018-01-23 18:00,8,0,0,8,8,3.1A,618.58"
